"Entrez.ID","TxDb.hg38.Transcript.ID","Chromosome","Start.BP","End.BP","Symbol","Ensembl.ID","Symbol.Alt","Bin.ID"
"27291",126779,"chr10",98134624,98244894,"C10orf28","ENSG00000166024","R3HCC1L",19626
"119032",127199,"chr10",102854259,102864961,"C10orf32","ENSG00000166275","BORCS7",20570
"219738",125450,"chr10",69630247,69633596,"C10orf35","ENSG00000171224","FAM241B",13926
"143384",132051,"chr10",118674167,118726385,"C10orf46","ENSG00000151893","CACUL1",23734
"254427",123849,"chr10",11823339,11866776,"C10orf47","ENSG00000148426","PROSER2",2364
"282966",125011,"chr10",49679651,49696044,"C10orf53","ENSG00000178645",NA,9935
"64115",130239,"chr10",71747556,71773520,"C10orf54","ENSG00000107738","VSIR",14349
"414236",130439,"chr10",73909969,73922777,"C10orf55","ENSG00000222047",NA,14781
"80195",126015,"chr10",80078646,80090412,"C10orf57","ENSG00000133678","TMEM254",16015
"256815",128978,"chr10",23202696,23344694,"C10orf67","ENSG00000179133",NA,4640
"79741",124548,"chr10",32446140,32574560,"C10orf68","ENSG00000216937","CCDC7",6489
"118461",124994,"chr10",49299170,49327492,"C10orf71","ENSG00000177354",NA,9859
"79591",131572,"chr10",101845599,101889736,"C10orf76","ENSG00000120029","ARMH3",20369
"79949",127494,"chr10",113751262,113767369,"C10orf81","ENSG00000148735","PLEKHS1",22750
"143379",131960,"chr10",116663696,116669966,"C10orf82","ENSG00000165863","SPMIP5",23332
"80007",132273,"chr10",122930901,122954227,"C10orf88","ENSG00000119965",NA,24586
"118611",132415,"chr10",126424997,126504118,"C10orf90","ENSG00000154493",NA,25284
"79946",131598,"chr10",102449837,102451543,"C10orf95","ENSG00000120055",NA,20489
"374355",127551,"chr10",116324448,116380029,"C10orf96","ENSG00000182645","CCDC172",23264
"64776",138733,"chr11",111878935,111883900,"C11orf1","ENSG00000137720","CFAP68",22375
"746",143278,"chr11",61768501,61790603,"C11orf10","ENSG00000134825","TMEM258",12353
"56673",141251,"chr11",8920076,8932947,"C11orf16","ENSG00000176029",NA,1784
"56912",146719,"chr11",118544528,118565810,"C11orf2","ENSG00000118096","IFT46",23708
"738",136331,"chr11",65089324,65107628,"C11orf2","ENSG00000149823","VPS51",13017
"25858",136235,"chr11",64300358,64304770,"C11orf20","ENSG00000219435","CATSPERZ",12860
"29125",140596,"chr11",2295628,2301918,"C11orf21","ENSG00000110665",NA,459
"53838",144514,"chr11",68261338,68271973,"C11orf24","ENSG00000171067",NA,13652
"56946",137810,"chr11",76444923,76497231,"C11orf30","ENSG00000158636","EMSY",15288
"280636",135400,"chr11",57741491,57743550,"C11orf31","ENSG00000211450","SELENOH",11548
"349633",146423,"chr11",112248153,112260860,"C11orf34","ENSG00000188771","PLET1",22449
"256329",140311,"chr11",554850,560738,"C11orf35","ENSG00000185522","LMNTD2",110
"143501",140812,"chr11",4571423,4577820,"C11orf40","ENSG00000171987",NA,914
"25758",134453,"chr11",33376108,33674102,"C11orf41","ENSG00000110427","KIAA1549L",6675
"160298",133394,"chr11",6205557,6211135,"C11orf42","ENSG00000180878",NA,1241
"219833",147381,"chr11",128899565,128905697,"C11orf45","ENSG00000174370","KCNJ5-AS1",25779
"120534",134303,"chr11",30323104,30338223,"C11orf46","ENSG00000152219","ARL14EP",6064
"102288414",143425,"chr11",62662817,62665181,"C11orf48","ENSG00000278615","C11orf98",12532
"79081",143427,"chr11",62662817,62672267,"C11orf48","ENSG00000162194","LBHD1",12532
"79096",135024,"chr11",46936689,47109318,"C11orf49","ENSG00000149179","CSTPP1",9387
"25906",144733,"chr11",72106378,72112704,"C11orf51","ENSG00000110200","ANAPC15",14421
"91894",138742,"chr11",111918913,111926871,"C11orf52","ENSG00000149300",NA,22383
"28970",138255,"chr11",93741591,93764749,"C11orf54","ENSG00000182919",NA,18748
"55216",138776,"chr11",112074086,112084134,"C11orf57","ENSG00000150776","NKAPD1",22414
"10944",133890,"chr11",16738644,16754906,"C11orf58","ENSG00000110696",NA,3347
"79864",139596,"chr11",122882683,122905892,"C11orf63","ENSG00000109944","JHY",24576
"160140",146234,"chr11",108308519,108467531,"C11orf65","ENSG00000166323",NA,21661
"28971",137903,"chr11",77821109,77918432,"C11orf67","ENSG00000087884","AAMDC",15564
"83638",144156,"chr11",65916810,65919062,"C11orf68","ENSG00000175573",NA,13183
"85016",138448,"chr11",102047437,102084554,"C11orf70","ENSG00000137691","CFAP300",20409
"54494",146495,"chr11",114391443,114400417,"C11orf71","ENSG00000180425",NA,22878
"51501",138075,"chr11",86302211,86345638,"C11orf73","ENSG00000149196","HIKESHI",17260
"119710",134610,"chr11",36594369,36659272,"C11orf74","ENSG00000166352","IFTAP",7318
"56935",145755,"chr11",93478472,93499351,"C11orf75","ENSG00000166002","SMCO4",18695
"79703",136875,"chr11",66744451,66759084,"C11orf80","ENSG00000173715","TOP6BL",13348
"220042",137964,"chr11",82899975,82928889,"C11orf82","ENSG00000165490","DDIAS",16579
"790955",135934,"chr11",62670273,62673577,"C11orf83","ENSG00000204922","UQCC3",12534
"144097",136050,"chr11",63813456,63827716,"C11orf84","ENSG00000168005","SPINDOC",12762
"254439",136906,"chr11",66975277,66977004,"C11orf86","ENSG00000173237",NA,13395
"399947",138676,"chr11",109422190,109429167,"C11orf87","ENSG00000185742",NA,21884
"399949",138715,"chr11",111514778,111537043,"C11orf88","ENSG00000183644","HOATZ",22302
"745",135853,"chr11",61752636,61788518,"C11orf9","ENSG00000124920","MYRF",12350
"100131378",142216,"chr11",33698261,33700826,"C11orf91","ENSG00000205177",NA,6739
"120376",138697,"chr11",111298546,111308735,"C11orf93","ENSG00000214290","POU2AF3",22259
"143678",142481,"chr11",45906534,45907271,"C11orf94","ENSG00000234776","FREY1",9181
"65998",143700,"chr11",63759892,63768775,"C11orf95","ENSG00000188070","ZFTA",12751
"387763",134743,"chr11",43942637,43943878,"C11orf96","ENSG00000187479",NA,8788
"60314",150403,"chr12",53295492,53307171,"C12orf10","ENSG00000139637","MYG1",10659
"196477",159146,"chr12",90905622,90955174,"C12orf12","ENSG00000197651","CCER1",18181
"90488",152945,"chr12",106955719,106974036,"C12orf23","ENSG00000151135","TMEM263",21391
"84190",152154,"chr12",82358528,82388902,"C12orf26","ENSG00000127720","METTL25",16471
"91298",152202,"chr12",88033846,88046976,"C12orf29","ENSG00000133641","RLIG1",17606
"83695",147760,"chr12",2876258,2888168,"C12orf32","ENSG00000171792","RHNO1",575
"84915",153102,"chr12",109713825,109770495,"C12orf34","ENSG00000139438","FAM222A",21942
"55196",149329,"chr12",31959370,31992834,"C12orf35","ENSG00000174718","RESF1",6391
"80763",148956,"chr12",21526296,21532947,"C12orf39","ENSG00000134548","SPX",4305
"57102",154828,"chr12",4487735,4538469,"C12orf4","ENSG00000047621","FERRY3",897
"64897",160561,"chr12",121000486,121016487,"C12orf43","ENSG00000157895",NA,24200
"60673",150268,"chr12",52069246,52070415,"C12orf44","ENSG00000123395","ATG101",10413
"121053",152866,"chr12",104986316,105017625,"C12orf45","ENSG00000151131","NOPCHAP1",20997
"79794",160275,"chr12",116710171,116738069,"C12orf49","ENSG00000111412","SPRING1",23342
"57103",147831,"chr12",4273762,4405490,"C12orf5","ENSG00000078237","TIGAR",854
"160419",159055,"chr12",87980035,88029401,"C12orf50","ENSG00000165805",NA,17596
"283450",160102,"chr12",112160188,112382092,"C12orf51","ENSG00000173064","HECTD4",22432
"84934",153449,"chr12",113185526,113192364,"C12orf52","ENSG00000139405","RITA1",22637
"196500",155104,"chr12",6693791,6700815,"C12orf53","ENSG00000139200","PIANP",1338
"121273",149774,"chr12",48482498,48496524,"C12orf54","ENSG00000177627",NA,9696
"115749",158452,"chr12",64264762,64390691,"C12orf56","ENSG00000185306",NA,12852
"113246",148158,"chr12",6942978,6945066,"C12orf57","ENSG00000111678",NA,1388
"120939",148507,"chr12",10170542,10191785,"C12orf59","ENSG00000165685","TMEM52B",2034
"144608",148729,"chr12",14803666,14904610,"C12orf60","ENSG00000182993",NA,2960
"283416",158413,"chr12",62601751,62603690,"C12orf61","ENSG00000221949","LINC01465",12520
"91574",153967,"chr12",123233385,123257926,"C12orf65","ENSG00000130921","MTRFR",24646
"144577",158446,"chr12",64186316,64222265,"C12orf66","ENSG00000174206","KICS2",12837
"387856",149765,"chr12",48183644,48185926,"C12orf68","ENSG00000177875","CCDC184",9636
"440087",155703,"chr12",14804650,14814182,"C12orf69","ENSG00000179256","SMCO3",2960
"341346",149151,"chr12",27446736,27502185,"C12orf70","ENSG00000165935","SMCO2",5489
"728858",156123,"chr12",27081057,27082578,"C12orf71","ENSG00000214700",NA,5416
"728568",159626,"chr12",103950194,103957215,"C12orf73","ENSG00000204954","UQCC6",20790
"387882",152886,"chr12",105235290,105371180,"C12orf75","ENSG00000235162",NA,21047
"400073",159896,"chr12",110027028,110048555,"C12orf76","ENSG00000174456",NA,22005
"196415",155993,"chr12",24993424,24997439,"C12orf77","ENSG00000226397","LINC02909",4998
"84935",161721,"chr13",30906271,30925572,"C13orf33","ENSG00000102802","MEDAG",6181
"400165",163684,"chr13",112647044,112684497,"C13orf35","ENSG00000197595","ATP11AUN",22529
"11161",173836,"chr14",75649791,75660876,"C14orf1","ENSG00000133935","ERG28",15129
"54916",168007,"chr14",56488354,56585902,"C14orf101","ENSG00000070269","TMEM260",11297
"55051",174214,"chr14",90267860,90331941,"C14orf102","ENSG00000119720","NRDE2",18053
"55195",173029,"chr14",57469300,57493857,"C14orf105","ENSG00000100557","CCDC198",11493
"26175",169805,"chr14",93184951,93187086,"C14orf109","ENSG00000153485","LYSET",18636
"55668",169207,"chr14",76151916,76202007,"C14orf118","ENSG00000089916","GPATCH2L",15230
"55017",166526,"chr14",23095505,23100456,"C14orf119","ENSG00000179933",NA,4619
"112487",172273,"chr14",31427507,31457376,"C14orf126","ENSG00000129480","DTD2",6285
"51527",170005,"chr14",96363452,96387286,"C14orf129","ENSG00000100744","GSKIP",19272
"56967",169990,"chr14",96039362,96086807,"C14orf132","ENSG00000227051",NA,19207
"63894",173964,"chr14",77426675,77457561,"C14orf133","ENSG00000151445","VIPAS39",15485
"64430",168207,"chr14",60091911,60148221,"C14orf135","ENSG00000126773","PCNX4",12018
"84520",174425,"chr14",93202894,93207065,"C14orf142","ENSG00000170270","GON7",18640
"112849",173089,"chr14",59472606,59484408,"C14orf149","ENSG00000126790","L3HYPDH",11894
"80017",169715,"chr14",91060333,91170201,"C14orf159","ENSG00000133943","DGLUCY",18212
"51637",167802,"chr14",51989514,52001866,"C14orf166","ENSG00000087302","RTRAF",10397
"79697",168958,"chr14",73490933,73493394,"C14orf169","ENSG00000170468","RIOX1",14698
"643382",166278,"chr14",21098811,21103722,"C14orf176","ENSG00000232070","TMEM253",4219
"283598",170165,"chr14",98711613,98717761,"C14orf177","ENSG00000176605","LINC02914",19742
"283579",169323,"chr14",77760834,77769742,"C14orf178","ENSG00000197734",NA,15552
"283551",172692,"chr14",49981673,50001288,"C14orf182","ENSG00000214900","LINC01588",9996
"196913",172691,"chr14",49960544,50089203,"C14orf183","ENSG00000214900","LINC01599",9992
"9556",174967,"chr14",103912288,103921529,"C14orf2","ENSG00000156411","ATP5MJ",20782
"161424",166911,"chr14",24271201,24298861,"C14orf21","ENSG00000196943","NOP9",4854
"122525",167561,"chr14",44897275,44907257,"C14orf28","ENSG00000179476",NA,8979
"145407",173051,"chr14",58000761,58152213,"C14orf37","ENSG00000139971","ARMH4",11600
"729665",173097,"chr14",59479274,59525437,"C14orf38","ENSG00000151838","CCDC175",11895
"317761",173131,"chr14",60396469,60455050,"C14orf39","ENSG00000179008",NA,12079
"91748",173646,"chr14",73715122,73760303,"C14orf43","ENSG00000156030","MIDEAS",14743
"80127",169040,"chr14",74019349,74066092,"C14orf45","ENSG00000119636","BBOF1",14803
"161176",174562,"chr14",95407266,95475836,"C14orf49","ENSG00000176438","SYNE3",19081
"122616",171020,"chr14",104985775,104994890,"C14orf79","ENSG00000140104","CLBA1",20997
"283643",171100,"chr14",105487199,105492267,"C14orf80","ENSG00000185347","TEDC1",21097
"60686",171678,"chr14",22985894,23010143,"C14orf93","ENSG00000100802",NA,4597
"23742",175521,"chr15",24675775,24683393,"C15orf2","ENSG00000185823","NPAP1",4935
"90417",176372,"chr15",40382721,40383438,"C15orf23","ENSG00000128944","KNSTRN",8076
"56851",180379,"chr15",34084017,34101862,"C15orf24","ENSG00000134153","EMC7",6816
"161502",178819,"chr15",81007033,81138067,"C15orf26","ENSG00000156206","CFAP161",16201
"123591",178543,"chr15",76059958,76204962,"C15orf27","ENSG00000169758","TMEM266",15211
"79768",180384,"chr15",34140674,34210096,"C15orf29","ENSG00000134152","KATNBL1",6828
"145858",179487,"chr15",92471654,92501117,"C15orf32","ENSG00000183643",NA,18494
"196951",181317,"chr15",49326962,49396442,"C15orf33","ENSG00000166262","FAM227B",9865
"348110",183876,"chr15",89895006,89912952,"C15orf38","ENSG00000242498","ARPIN",17979
"100526783",183854,"chr15",89834308,89912882,"C15orf38","ENSG00000250021","ARPIN-AP3S2",17966
"100526783",183854,"chr15",89834308,89912882,"C15orf38-AP3S2","ENSG00000250021","ARPIN-AP3S2",17966
"56905",178433,"chr15",75195643,75206112,"C15orf39","ENSG00000167173",NA,15039
"123207",183516,"chr15",82988441,83008616,"C15orf40","ENSG00000169609",NA,16597
"84529",176193,"chr15",36579626,36810244,"C15orf41","ENSG00000186073","CDIN1",7315
"90381",179223,"chr15",89575469,89628023,"C15orf42","ENSG00000140534","TICRR",17915
"81556",182218,"chr15",65578753,65611136,"C15orf44","ENSG00000138614","INTS14",13115
"84419",177056,"chr15",45430579,45448761,"C15orf48","ENSG00000166920",NA,9086
"388115",180666,"chr15",40331452,40338133,"C15orf52","ENSG00000188549","CCDC9B",8066
"400360",176267,"chr15",39250682,39252513,"C15orf54","ENSG00000175746","LINC02915",7850
"256646",176154,"chr15",34343315,34357735,"C15orf55","ENSG00000184507","NUTM1",6868
"644809",180646,"chr15",40250664,40252910,"C15orf56","ENSG00000176753","PAK6-AS1",8050
"90416",180679,"chr15",40528683,40565011,"C15orf57","ENSG00000128891","CCDC32",8105
"390637",179272,"chr15",90233808,90245811,"C15orf58","ENSG00000183208","GDPGP1",18046
"388135",182685,"chr15",73735458,73753351,"C15orf59","ENSG00000205363","INSYN1",14747
"283677",178210,"chr15",73443164,73560010,"C15orf60","ENSG00000183324","REC114",14688
"145853",177911,"chr15",67521131,67530146,"C15orf61","ENSG00000189227",NA,13504
"643338",176446,"chr15",40769980,40772449,"C15orf62","ENSG00000188277",NA,8153
"25764",176928,"chr15",43792354,43804427,"C15orf63","ENSG00000242028","HYPK",8758
"100529067",176920,"chr15",43791842,43799079,"C15orf63",NA,"SERF2-C15ORF63",8758
"146325",184543,"chr16",560394,565529,"C16orf11","ENSG00000161992","PRR35",112
"84326",190893,"chr16",634427,636366,"C16orf13","ENSG00000130731","METTL26",126
"750",196200,"chr16",90028908,90029901,"C16orf3","ENSG00000221819","GAS8-AS1",18005
"115939",191089,"chr16",1349240,1351878,"C16orf42","ENSG00000007520","TSR3",269
"89927",186119,"chr16",15434475,15587972,"C16orf45","ENSG00000166780","BMERB1",3086
"123775",195588,"chr16",81053497,81077213,"C16orf46","ENSG00000166455",NA,16210
"84080",194647,"chr16",67662945,67666750,"C16orf48","ENSG00000124074","ENKD1",13532
"29965",191802,"chr16",4510669,4538773,"C16orf5","ENSG00000089486","CDIP1",902
"730094",186492,"chr16",22007638,22076378,"C16orf52","ENSG00000185716","MOSMO",4401
"79447",187076,"chr16",29816152,29822489,"C16orf53","ENSG00000280789","PAGR1",5963
"283897",193101,"chr16",29742463,29745990,"C16orf54","ENSG00000185905",NA,5948
"124045",190598,"chr16",89657740,89669631,"C16orf55","ENSG00000167523","SPATA33",17931
"79650",188566,"chr16",57999546,58020542,"C16orf57","ENSG00000103005","USB1",11599
"64755",193398,"chr16",31489471,31508391,"C16orf58","ENSG00000140688","RUSF1",6297
"80178",185224,"chr16",2460086,2464926,"C16orf59","ENSG00000162062","TEDC2",492
"57020",186313,"chr16",19555240,19579129,"C16orf62","ENSG00000103544","VPS35L",3911
"9605",196137,"chr16",89707134,89719369,"C16orf7","ENSG00000075399","VPS9D1",17941
"80262",188865,"chr16",67109941,67148544,"C16orf70","ENSG00000125149","PHAF1",13421
"146562",185651,"chr16",4734344,4740345,"C16orf71","ENSG00000166246","DNAAF8",946
"29035",185837,"chr16",9091644,9121635,"C16orf72","ENSG00000182831","HAPSTR1",1818
"254528",191194,"chr16",1833986,1872164,"C16orf73","ENSG00000162039","MEIOB",366
"404550",195772,"chr16",85707517,85710850,"C16orf74","ENSG00000154102",NA,17141
"123970",187875,"chr16",49373804,49399431,"C16orf78","ENSG00000166152",NA,9874
"283870",191317,"chr16",2209253,2210863,"C16orf79","ENSG00000182685","BRICD5",441
"29105",194188,"chr16",58113592,58129381,"C16orf80","ENSG00000070761","CFAP20",11622
"388284",189075,"chr16",67666814,67668755,"C16orf86","ENSG00000159761",NA,13533
"388272",193597,"chr16",46796603,46831180,"C16orf87","ENSG00000155330",NA,9359
"400506",192494,"chr16",19701937,19718227,"C16orf88","ENSG00000103550","KNOP1",3940
"146556",191933,"chr16",5044122,5055377,"C16orf89","ENSG00000153446",NA,1008
"283951",191110,"chr16",1419752,1420747,"C16orf91","ENSG00000174109","UQCC4",283
"146378",187137,"chr16",30023198,30024704,"C16orf92","ENSG00000167194",NA,6004
"90835",193312,"chr16",30757423,30760419,"C16orf93","ENSG00000196118","CFAP119",6151
"100506581",195868,"chr16",87302801,87317420,"C16orf95","ENSG00000260456",NA,17460
"342346",185625,"chr16",4556340,4600758,"C16orf96","ENSG00000205832",NA,911
"388327",196698,"chr17",6651762,6653476,"C17orf100","ENSG00000256806",NA,1330
"79701",210841,"chr17",82389210,82418586,"C17orf101","ENSG00000181396","OGFOD3",16477
"400591",206043,"chr17",34574123,34579369,"C17orf102","ENSG00000197322","TMEM132E-DT",6914
"256302",205407,"chr17",21238870,21253410,"C17orf103","ENSG00000274180","NATD1",4247
"284071",199782,"chr17",44656404,44662390,"C17orf104","ENSG00000180336","MEIOC",8931
"284067",199682,"chr17",43780435,43787620,"C17orf105","ENSG00000231256","CFAP97D1",8756
"100130311",196564,"chr17",4899418,4900799,"C17orf107","ENSG00000205710",NA,979
"201229",205493,"chr17",27798806,27893365,"C17orf108","ENSG00000232859","LYRM9",5559
"643008",202084,"chr17",75633434,75641404,"C17orf109","ENSG00000204323","SMIM5",15126
"100130933",202087,"chr17",75646243,75647975,"C17orf110","ENSG00000259120","SMIM6",15129
"283987",209628,"chr17",74950742,74972759,"C17orf28","ENSG00000167861","HID1",14990
"79018",197667,"chr17",18039408,18068405,"C17orf39","ENSG00000141034","GID4",3607
"5414",208441,"chr17",58520250,58527144,"C17orf47","ENSG00000108387","SEPTIN4",11704
"56985",197259,"chr17",10697594,10711558,"C17orf48","ENSG00000170222","ADPRM",2139
"124944",196770,"chr17",7014782,7017520,"C17orf49","ENSG00000258315","BACC1",1402
"100529209",196752,"chr17",7012417,7014532,"C17orf49","ENSG00000161939","RNASEK-C17orf49",1402
"146853",198899,"chr17",35760887,35765079,"C17orf50","ENSG00000270806",NA,7152
"339263",205409,"chr17",21428263,21551669,"C17orf51","ENSG00000212719","LINC02693",4285
"78995",199720,"chr17",44141906,44162476,"C17orf53","ENSG00000125319","HROB",8828
"146705",210390,"chr17",81228277,81239041,"C17orf56","ENSG00000167302","TEPSIN",16245
"124989",200104,"chr17",47323290,47328371,"C17orf57","ENSG00000178852","EFCAB13",9464
"284018",209179,"chr17",67991099,67996469,"C17orf58","ENSG00000186665",NA,13598
"54785",204444,"chr17",8188345,8190180,"C17orf59","ENSG00000196544","BORCS6",1637
"254863",204287,"chr17",7402975,7404097,"C17orf61","ENSG00000205544","TMEM256",1480
"79415",210854,"chr17",82440912,82450805,"C17orf62","ENSG00000178927","CYBC1",16488
"55731",205713,"chr17",28755980,28812224,"C17orf63","ENSG00000173065","FAM222B",5751
"124773",201165,"chr17",60392429,60425871,"C17orf64","ENSG00000141371","CHCT1",12078
"339201",207357,"chr17",44175968,44186707,"C17orf65","ENSG00000267080","ASB16-AS1",8835
"256957",206179,"chr17",35854946,35868839,"C17orf66","ENSG00000270379","HEATR9",7170
"339210",208287,"chr17",56791913,56795292,"C17orf67","ENSG00000214226",NA,11358
"80233",210472,"chr17",81539885,81552376,"C17orf70","ENSG00000185504","FAAP100",16307
"92340",201445,"chr17",63998351,64001969,"C17orf72","ENSG00000224383","PRR29",12799
"201243",196889,"chr17",7425616,7427568,"C17orf74","ENSG00000184560","SPEM2",1485
"64149",205974,"chr17",32324565,32335362,"C17orf75","ENSG00000108666",NA,6464
"146723",201855,"chr17",74584679,74592161,"C17orf77","ENSG00000182352","CD300LD-AS1",14916
"284099",199031,"chr17",37375985,37392708,"C17orf78","ENSG00000278505",NA,7475
"55352",205944,"chr17",31851871,31859074,"C17orf79","ENSG00000172301","COPRS",6370
"55028",201774,"chr17",73232233,73245339,"C17orf80","ENSG00000141219","MTNAP1",14646
"23587",196826,"chr17",7251416,7257028,"C17orf81","ENSG00000170291","ELP5",1450
"388407",201232,"chr17",61411751,61413280,"C17orf82","ENSG00000187013","LINC02875",12282
"55421",203708,"chr17",3802158,3846246,"C17orf85","ENSG00000074356","NCBP3",760
"284184",202748,"chr17",81239305,81241081,"C17orf89","ENSG00000224877","NDUFAF8",16247
"339229",210506,"chr17",81665036,81666605,"C17orf90","ENSG00000204237","OXLD1",16333
"100170841",206389,"chr17",38671703,38674957,"C17orf96","ENSG00000273604","EPOP",7734
"400566",196228,"chr17",410325,414666,"C17orf97","ENSG00000187624","LIAT1",82
"388381",206414,"chr17",38835086,38841438,"C17orf98","ENSG00000275489","SPMAP1",7767
"100141515",202431,"chr17",78146385,78166297,"C17orf99","ENSG00000187997",NA,15629
"753",211621,"chr18",13217498,13387577,"C18orf1","ENSG00000168675","LDLRAD4",2643
"83608",212194,"chr18",35972625,35979286,"C18orf21","ENSG00000141428",NA,7194
"147339",212387,"chr18",46173553,46216318,"C18orf25","ENSG00000152242","ARK2N",9234
"284254",212661,"chr18",54587757,54598679,"C18orf26","ENSG00000178690","DYNAP",10917
"497661",214849,"chr18",49477243,49487234,"C18orf32","ENSG00000177576",NA,9895
"374864",214352,"chr18",32937402,33136077,"C18orf34","ENSG00000166960","CCDC178",6587
"162681",212650,"chr18",54357906,54382034,"C18orf54","ENSG00000166845",NA,10871
"494514",213453,"chr18",641320,658269,"C18orf56",NA,"TYMSOS",128
"644041",213160,"chr18",74315839,74359189,"C18orf63","ENSG00000206043",NA,14863
"29919",211800,"chr18",23503496,23531807,"C18orf8","ENSG00000141452","RMC1",4700
"56005",223775,"chr19",4641374,4664906,"C19orf10","ENSG00000074842","MYDGF",928
"83636",226330,"chr19",29698937,29715261,"C19orf12","ENSG00000131943",NA,5939
"147685",230083,"chr19",57958437,57974534,"C19orf18","ENSG00000177025",NA,11591
"126353",215826,"chr19",751112,764318,"C19orf21","ENSG00000099812","MISP",150
"55009",216038,"chr19",1275530,1279228,"C19orf24","ENSG00000228300","FAM174C",255
"148223",223291,"chr19",1461143,1479201,"C19orf25","ENSG00000119559",NA,292
"255057",223267,"chr19",1228287,1238005,"C19orf26","ENSG00000099625","CBARP",245
"58509",223614,"chr19",3610645,3613538,"C19orf29","ENSG00000105298","CACTIN",722
"64073",220004,"chr19",38289151,38304910,"C19orf33","ENSG00000167644",NA,7657
"374872",223476,"chr19",2274631,2282175,"C19orf35","ENSG00000188305","PEAK3",454
"255809",217218,"chr19",10836575,10869470,"C19orf38","ENSG00000214212",NA,2167
"91442",219173,"chr19",32972209,32976816,"C19orf40","ENSG00000131944","FAAP24",6594
"79086",225536,"chr19",16577642,16660104,"C19orf42","ENSG00000214046","SMIM7",3315
"79002",224954,"chr19",12730640,12734657,"C19orf43","ENSG00000123144","TRIR",2546
"84167",218005,"chr19",16496394,16518619,"C19orf44","ENSG00000105072",NA,3299
"374877",216695,"chr19",7492976,7504213,"C19orf45","ENSG00000198723","SAXO5",1498
"163183",226744,"chr19",36003307,36008610,"C19orf46","ENSG00000181392","SYNE4",7200
"126526",227357,"chr19",40319536,40348397,"C19orf47","ENSG00000160392",NA,8063
"84798",229042,"chr19",50797687,50804669,"C19orf48","ENSG00000293495","C19orf48P",10159
"90580",217233,"chr19",10928811,10930254,"C19orf52","ENSG00000142444","TIMM29",2185
"28974",217628,"chr19",13774456,13778773,"C19orf53","ENSG00000104979",NA,2754
"284325",227468,"chr19",40740856,40750492,"C19orf54","ENSG00000188493","ACTMAP",8148
"148137",219620,"chr19",35758143,35762330,"C19orf55","ENSG00000167595","PROSER3",7151
"79173",225142,"chr19",13882348,13888380,"C19orf57","ENSG00000132016","BRME1",2776
"199675",216789,"chr19",7677088,7679409,"C19orf59","ENSG00000183019","MCEMP1",1535
"91304",223230,"chr19",1009648,1021179,"C19orf6","ENSG00000182087","TMEM259",201
"55049",218463,"chr19",18588685,18592334,"C19orf60","ENSG00000006015","REX1BD",3717
"284361",221836,"chr19",50476400,50483351,"C19orf63","ENSG00000161671","EMC10",10095
"55337",217066,"chr19",10086122,10088260,"C19orf66","ENSG00000130813","SHFL",2017
"100170765",220559,"chr19",41443156,41444765,"C19orf69","ENSG00000204978","ERICH4",8288
"125988",223853,"chr19",5678421,5679763,"C19orf70","ENSG00000174917","MICOS13",1135
"100128569",216337,"chr19",3539171,3544030,"C19orf71","ENSG00000183397","TEKTIP1",707
"55150",228708,"chr19",49118402,49119143,"C19orf73","ENSG00000221916",NA,9823
"199800",221690,"chr19",49689594,49690575,"C19orf76","ENSG00000224420","ADM5",9937
"284422",223584,"chr19",3473986,3480525,"C19orf77","ENSG00000095932","SMIM24",694
"100131801",216747,"chr19",7629788,7631605,"C19orf79","ENSG00000229833","PET100",1525
"55908",217312,"chr19",11237502,11241818,"C19orf80","ENSG00000130173","ANGPTL8",2247
"342918",221844,"chr19",50649445,50659306,"C19orf81","ENSG00000235034",NA,10129
"10438",35023,"chr2",68041130,68062983,"C1D","ENSG00000197223",NA,13608
"56913",92456,"chr7",7156934,7238428,"C1GALT1","ENSG00000106392",NA,1431
"29071",251995,"chrX",120625674,120630054,"C1GALT1C1","ENSG00000171155",NA,24125
"708",203938,"chr17",5432777,5439155,"C1QBP","ENSG00000108561",NA,1086
"10882",207542,"chr17",44959693,44968303,"C1QL1","ENSG00000131094",NA,8991
"165257",37346,"chr2",119156243,119158751,"C1QL2","ENSG00000144119",NA,23831
"389941",128831,"chr10",16513734,16521879,"C1QL3","ENSG00000165985",NA,3302
"338761",157046,"chr12",49332409,49337188,"C1QL4","ENSG00000186897",NA,9866
"114897",202513,"chr17",79022814,79048247,"C1QTNF1","ENSG00000173918",NA,15804
"114898",79162,"chr5",160347754,160370626,"C1QTNF2","ENSG00000145861",NA,32069
"114899",75164,"chr5",34017858,34043213,"C1QTNF3","ENSG00000082196",NA,6803
"114900",142720,"chr11",47589667,47594411,"C1QTNF4","ENSG00000172247",NA,9517
"114902",146896,"chr11",119338942,119340883,"C1QTNF5","ENSG00000223953",NA,23867
"114904",243921,"chr22",37180166,37188247,"C1QTNF6","ENSG00000133466",NA,7436
"114905",58473,"chr4",15339818,15442362,"C1QTNF7","ENSG00000163145",NA,3067
"338872",161508,"chr13",24307166,24322535,"C1QTNF9","ENSG00000240654",NA,4861
"542767",161489,"chr13",23888842,23892104,"C1QTNF9B-AS1","ENSG00000205861","PCOTH",4777
"715",155175,"chr12",7080214,7092441,"C1R","ENSG00000159403",NA,1416
"51279",155192,"chr12",7093707,7109197,"C1RL","ENSG00000139178",NA,1418
"716",148199,"chr12",6988259,7071032,"C1S","ENSG00000182326",NA,1397
